snapped_at,Close,market_cap,total_volume,7_day_MA
2013-04-28 00:00:00,135.3,1500517590.0,0.0,
2013-04-29 00:00:00,141.96,1575032004.0,0.0,
2013-04-30 00:00:00,135.3,1501657493.0,0.0,
2013-05-01 00:00:00,117.0,1298951550.0,0.0,
2013-05-02 00:00:00,103.43,1148667722.0,0.0,
2013-05-03 00:00:00,91.01,1011066494.0,0.0,
2013-05-04 00:00:00,111.25,1236351844.0,0.0,119.32142857142857
2013-05-05 00:00:00,116.79,1298377788.0,0.0,116.67714285714287
2013-05-06 00:00:00,118.33,1315992304.0,0.0,113.30142857142857
2013-05-07 00:00:00,106.4,1183766500.0,0.0,109.17285714285715
2013-05-08 00:00:00,112.64,1253655040.0,0.0,108.55
2013-05-09 00:00:00,113.0,1258130700.0,0.0,109.91714285714286
2013-05-10 00:00:00,118.78,1322989457.0,0.0,113.88428571428572
2013-05-11 00:00:00,113.01,1259239352.0,0.0,114.13571428571429
2013-05-12 00:00:00,114.713,1278708679.0,0.0,113.83899999999998
2013-05-13 00:00:00,117.18,1306721052.0,0.0,113.6747142857143
2013-05-14 00:00:00,114.5,1277278988.0,0.0,114.83185714285715
2013-05-15 00:00:00,114.156,1273849681.0,0.0,115.04842857142856
2013-05-16 00:00:00,115.5,1289277412.0,0.0,115.40557142857142
2013-05-17 00:00:00,123.1,1374605382.0,0.0,116.02271428571429
2013-05-18 00:00:00,123.88,1383755085.0,0.0,117.57557142857142
2013-05-19 00:00:00,120.501,1346499262.0,0.0,118.40242857142857
2013-05-20 00:00:00,122.58,1370131821.0,0.0,119.17385714285714
2013-05-21 00:00:00,122.9,1374154118.0,0.0,120.37385714285713
2013-05-22 00:00:00,123.0,1375791900.0,0.0,121.63728571428571
2013-05-23 00:00:00,125.748,1407041528.0,0.0,123.10128571428572
2013-05-24 00:00:00,131.7,1474180657.0,0.0,124.32985714285714
2013-05-25 00:00:00,130.77,1464316690.0,0.0,125.31414285714287
2013-05-26 00:00:00,134.6,1507769010.0,0.0,127.32828571428571
2013-05-27 00:00:00,128.985,1445444606.0,0.0,128.24328571428572
2013-05-28 00:00:00,129.179,1448115967.0,0.0,129.14028571428574
2013-05-29 00:00:00,132.13,1481781795.0,0.0,130.44457142857144
2013-05-30 00:00:00,127.401,1429308634.0,0.0,130.6807142857143
2013-05-31 00:00:00,127.98,1436386730.0,0.0,130.14928571428572
2013-06-01 00:00:00,129.09,1449499974.0,0.0,129.90928571428572
2013-06-02 00:00:00,121.3,1362684200.0,0.0,128.0092857142857
2013-06-03 00:00:00,121.16,1361765704.0,0.0,126.89142857142856
2013-06-05 00:00:00,121.309,1364113640.0,0.0,125.76714285714286
2013-06-06 00:00:00,121.714,1369233814.0,0.0,124.27914285714284
2013-06-07 00:00:00,119.0,1339234925.0,0.0,123.079
2013-06-08 00:00:00,110.09,1239395972.0,0.0,120.52328571428572
2013-06-09 00:00:00,108.401,1220874393.0,0.0,117.56771428571427
2013-06-10 00:00:00,99.7497,1123844958.0,0.0,114.48910000000001
2013-06-11 00:00:00,105.99,1194605341.0,0.0,112.32195714285714
2013-06-12 00:00:00,108.9,1227904672.0,0.0,110.54924285714286
2013-06-13 00:00:00,108.4,1222819750.0,0.0,108.64724285714286
2013-06-14 00:00:00,102.769,1159766150.0,0.0,106.32852857142858
2013-06-15 00:00:00,98.399,1110902570.0,0.0,104.65838571428571
2013-06-16 00:00:00,99.99,1129287060.0,0.0,103.45681428571429
2013-06-17 00:00:00,100.42,1134610433.0,0.0,103.55257142857143
2013-06-18 00:00:00,102.0,1152834600.0,0.0,102.98257142857142
2013-06-19 00:00:00,106.55,1204638318.0,0.0,102.64685714285714
2013-06-20 00:00:00,107.9,1220273470.0,0.0,102.57542857142857
2013-06-21 00:00:00,110.91,1254733148.0,0.0,103.73842857142857
2013-06-22 00:00:00,109.015,1233750009.0,0.0,105.255
2013-06-23 00:00:00,107.25,1214260369.0,0.0,106.29214285714285
2013-06-24 00:00:00,108.0,1223181000.0,0.0,107.375
2013-06-25 00:00:00,102.443,1160635652.0,0.0,107.43828571428571
2013-06-26 00:00:00,103.691,1175194910.0,0.0,107.02985714285714
2013-06-27 00:00:00,103.39,1172207388.0,0.0,106.38557142857142
2013-06-28 00:00:00,99.66,1130338737.0,0.0,104.77842857142858
2013-06-29 00:00:00,93.3311,1058953327.0,0.0,102.53787142857144
2013-06-30 00:00:00,95.3886,1082693996.0,0.0,100.84338571428573
2013-07-01 00:00:00,97.504,1107084792.0,0.0,99.34395714285714
2013-07-02 00:00:00,89.489,1016445146.0,0.0,97.49338571428572
2013-07-03 00:00:00,90.797,1031653673.0,0.0,95.65138571428572
2013-07-04 00:00:00,78.8,895707780.0,0.0,92.13852857142857
2013-07-05 00:00:00,78.48,892405890.0,0.0,89.1128142857143
2013-07-06 00:00:00,67.809,771368060.0,0.0,85.46679999999999
2013-07-07 00:00:00,68.0831,774804401.0,0.0,81.56601428571427
2013-07-08 00:00:00,77.502,882356395.0,0.0,78.70858571428572
2013-07-09 00:00:00,76.3915,870081997.0,0.0,76.83751428571428
2013-07-10 00:00:00,77.0,877378425.0,0.0,74.86651428571429
2013-07-11 00:00:00,85.75,977479256.0,0.0,75.85937142857142
2013-07-12 00:00:00,93.804,1069724400.0,0.0,78.04851428571429
2013-07-13 00:00:00,88.0622,1004551934.0,0.0,80.94182857142857
2013-07-14 00:00:00,95.58,1090715949.0,0.0,84.86995714285715
2013-07-15 00:00:00,94.0,1073073450.0,0.0,87.2268142857143
2013-07-16 00:00:00,97.301,1111179853.0,0.0,90.21388571428572
2013-07-17 00:00:00,98.9796,1130735527.0,0.0,93.35382857142858
2013-07-18 00:00:00,97.8,1117707300.0,0.0,95.07525714285714
2013-07-19 00:00:00,88.7869,1015062893.0,0.0,94.35852857142858
2013-07-20 00:00:00,91.572,1047311253.0,0.0,94.85992857142858
2013-07-21 00:00:00,89.28,1021492656.0,0.0,93.95992857142858
2013-07-22 00:00:00,90.3672,1034399451.0,0.0,93.44095714285716
2013-07-23 00:00:00,91.7024,1050054379.0,0.0,92.64115714285712
2013-07-24 00:00:00,94.5806,1083333286.0,0.0,92.01272857142855
2013-07-25 00:00:00,94.525,1083076902.0,0.0,91.54487142857144
2013-07-26 00:00:00,96.9499,1111232483.0,0.0,92.71101428571428
2013-07-27 00:00:00,94.13,1079278107.0,0.0,93.07644285714285
2013-07-28 00:00:00,94.005,1078286703.0,0.0,93.75144285714285
2013-07-29 00:00:00,98.5759,1131111629.0,0.0,94.9241142857143
2013-07-30 00:00:00,101.5,1165105812.0,0.0,96.32377142857145
2013-07-31 00:00:00,110.34,1267183179.0,0.0,98.57511428571429
2013-08-01 00:00:00,106.23,1220481782.0,0.0,100.24725714285714
2013-08-02 00:00:00,101.61,1167849454.0,0.0,100.91298571428571
2013-08-03 00:00:00,103.7,1192378895.0,0.0,102.28012857142858
2013-08-04 00:00:00,104.86,1206152150.0,0.0,103.83084285714287
2013-08-05 00:00:00,106.56,1226188584.0,0.0,104.97142857142856
2013-08-06 00:00:00,105.841,1218425716.0,0.0,105.59157142857143
2013-08-07 00:00:00,106.75,1229098150.0,0.0,105.0787142857143
2013-08-08 00:00:00,101.672,1171586790.0,0.0,104.42757142857144
2013-08-09 00:00:00,103.4,1192028805.0,0.0,104.68328571428572
2013-08-10 00:00:00,102.71,1184605785.0,0.0,104.54185714285714
2013-08-11 00:00:00,103.77,1197378682.0,0.0,104.38614285714286
2013-08-12 00:00:00,105.18,1214268916.0,0.0,104.189
2013-08-13 00:00:00,106.068,1225008501.0,0.0,104.22142857142856
2013-08-14 00:00:00,111.621,1289602061.0,0.0,104.91728571428573
2013-08-15 00:00:00,111.87,1292943118.0,0.0,106.37414285714284
2013-08-16 00:00:00,109.867,1270257534.0,0.0,107.298
2013-08-17 00:00:00,112.74,1304015666.0,0.0,108.73085714285715
2013-08-18 00:00:00,114.4,1323762440.0,0.0,110.24942857142857
